,prefix,region,max_density_basal,num_nodes_basal,total_path_length_basal,volume_basal,num_branches_basal,dist_to_soma_basal,dist_to_soma2_basal,num_hubs_basal,variance_ratio_basal
1096,18465_00229,VPM,172,172,273.0819,743.2624,84,0.6682,0.0,1,0.38545782908002507
1097,18465_00230,VPM,101,101,168.4655,692.3462,48,0.4917,0.0,1,0.4237735655200147
1098,18465_00234,VPM,131,131,415.1943,3826.409,63,1.1462,0.0,1,0.5744909362583651
1099,18465_00241,VPM,83,83,165.9622,697.18,38,1.5718,0.0,1,0.44493304837959746
1100,18465_00243,VPM,121,121,231.3721,706.5196,55,0.6426,0.0,1,0.46910907152876147
1101,18465_00261,VPM,175,175,331.3557,2067.4658,85,1.4033,0.0,1,0.3815498751520233
1102,18465_00286,VPM,98,98,187.6031,889.7691,46,1.1944,0.0,1,0.44119303194208764
1103,18465_00287,VPM,66,66,126.2799,553.8427,28,0.5604,0.0,1,0.45514153624583775
1104,18465_00288,VPM,61,61,121.2819,576.3018,27,0.8176,0.0,1,0.431925303985504
1105,18465_00292,VPM,155,155,335.0402,1411.8866,73,0.2135,0.0,1,0.3566845963218793
1106,18465_00294,VPM,93,93,157.4537,658.853,45,1.1267,0.0,1,0.4383707643316529
1107,18465_00304,VPM,111,111,248.4803,1365.9163,51,0.9228,0.0,1,0.4175034034165662
1108,17302_00039,LGd,113,113,156.4521,588.63,53,0.7157,0.0,1,0.3933108783385745
1109,17302_00040,LGd,132,132,204.0696,846.4238,61,0.544,0.0,1,0.4335038300871091
1110,17302_00041,LGd,127,127,121.5143,194.9134,58,0.4339,0.0,1,0.4789758392988187
1111,17302_00048,LGd,98,98,157.7334,674.923,47,1.0679,0.0,1,0.512998200364894
1112,17302_00049,LGd,124,124,143.2211,249.0286,57,0.4977,0.0,1,0.5796065866079845
1113,17302_00066,LGd,119,119,174.4125,403.4014,55,0.4322,0.0,1,0.5138518506366122
1114,17302_00080,LGd,190,190,218.2827,404.8085,91,0.1648,0.0,1,0.47236081858632384
1115,17302_00117,LGd,143,143,319.2155,1332.9045,66,0.9535,0.0,1,0.4633415289069809
1116,17302_00118,LGd,147,147,195.0553,528.9051,70,0.7229,0.0,1,0.5130440339565756
1117,17302_00119,LGd,111,111,165.2291,470.6071,51,0.9586,0.0,1,0.3646807035950399
1118,17302_00120,LGd,110,110,147.2005,352.039,49,0.4349,0.0,1,0.38357350653998984
1119,17302_00121,LGd,102,102,210.5675,612.7283,46,1.2432,0.0,1,0.7087685808092244
1120,17545_00088,LGd,159,159,211.8362,530.9566,78,0.7289,0.0,1,0.4063083649582317
1121,17545_00091,LGd,123,123,196.1514,632.2294,57,0.7279,0.0,1,0.4386627695311266
1122,17545_00092,LGd,136,136,200.7769,409.2344,64,0.4268,0.0,1,0.3555340464027529
1123,17545_00093,LGd,105,105,186.9239,632.6923,49,0.4286,0.0,1,0.44969586805261835
1124,17545_00094,LGd,114,114,142.5047,429.294,52,1.0116,0.0,1,0.38259226598449986
1125,17545_00095,LGd,158,158,331.5018,1237.9104,75,0.8046,0.0,1,0.5020588622806
1126,17545_00170,LGd,148,148,333.4977,1095.7861,68,1.1989,0.0,1,0.49415476892463084
1127,17545_00173,LGd,135,135,214.3923,674.1366,64,0.4432,0.0,1,0.3968062222088464
1128,17545_00174,LGd,106,106,153.4133,547.4043,48,1.0688,0.0,1,0.41362854907453633
1129,17545_00179,LGd,158,158,233.9841,531.8077,76,0.2431,0.0,1,0.44604451075351564
1130,18454_00059,LGd,104,104,141.9299,430.1765,50,0.411,0.0,1,0.37440458289880796
1131,18454_01021,LGd,87,87,195.1307,1168.7604,42,1.6216,0.0,1,0.3908407492270004
1132,18454_01050,LGd,75,75,146.7039,478.7166,35,1.0216,0.0,1,0.5563630103903686
1133,18454_01127,LGd,52,52,105.5481,404.4608,23,0.6242,0.0,1,0.540773039133674
1134,18455_00017,LGd,87,87,136.9312,363.8636,40,0.8741,0.0,1,0.5167467709978912
1135,18455_00018,LGd,124,124,202.2321,820.9998,59,0.1906,0.0,1,0.34739540880073616
1136,18455_00042,LGd,103,103,171.6605,477.1407,49,0.6163,0.0,1,0.5134226666144193
1137,18455_00043,LGd,95,95,117.1004,237.2524,46,0.7959,0.0,1,0.43876945813126095
1138,18455_00044,LGd,80,80,115.578,447.6686,36,0.4205,0.0,1,0.45035057070315604
1139,18455_00045,LGd,104,104,178.7436,660.7223,47,0.7482,0.0,1,0.36467969816097895
1140,18455_00046,LGd,90,90,140.3855,398.274,42,1.0905,0.0,1,0.4474031582588254
1141,18458_00049,LGd,91,91,141.7009,574.6212,43,1.3297,0.0,1,0.4121785296998293
1142,18458_00050,LGd,112,112,154.3877,423.1185,53,1.348,0.0,1,0.40828438539438316
1143,18458_00051,LGd,92,92,132.1369,415.7816,44,0.665,0.0,1,0.3889085982531839
1144,18458_00053,LGd,130,130,212.9358,885.3743,62,0.6898,0.0,1,0.3893033689533948
1145,18458_00056,LGd,97,97,157.5891,561.0898,45,1.4683,0.0,1,0.3880779564256531
1146,18458_00057,LGd,92,92,152.5582,396.807,43,1.4013,0.0,1,0.41085799925838073
1147,18458_00069,LGd,87,87,134.7376,333.9591,41,0.3688,0.0,1,0.43304347960469836
1148,18458_00086,LGd,125,125,215.1663,724.9711,61,1.1848,0.0,1,0.4199464629403016
1149,18458_00101,LGd,103,103,125.2051,355.9279,49,0.4464,0.0,1,0.4580989504766836
1150,18458_00102,LGd,91,91,151.9718,605.9822,44,1.6828,0.0,1,0.5926363179864824
1151,18458_00236,LGd,115,115,206.737,898.4702,54,0.2895,0.0,1,0.44050541615065714
1152,18458_00239,LGd,126,126,303.6757,1597.2195,60,0.2168,0.0,1,0.38144948752415614
1153,18458_00241,LGd,99,99,200.4208,1041.5066,47,0.6399,0.0,1,0.4532738124051078
1154,18458_00242,LGd,129,129,273.9199,1254.6401,59,0.5525,0.0,1,0.4002032216032566
1155,18458_00244,LGd,108,108,267.0824,1191.5417,51,1.3281,0.0,1,0.5775474862941569
1156,18458_00249,LGd,88,88,149.6948,591.3861,40,0.8657,0.0,1,0.5039265090754692
1157,18458_00250,LGd,124,124,175.5664,463.6185,59,0.743,0.0,1,0.3885047367435189
1158,18458_00264,LGd,139,139,197.8907,389.1935,66,0.8864,0.0,1,0.437502350645284
1159,18458_00267,LGd,106,106,199.6665,945.4504,53,1.5859,0.0,1,0.37710829284077496
1160,18458_00302,LGd,99,99,147.4188,284.8501,47,1.0305,0.0,1,0.4253149029465329
1161,18462_00024,LGd,101,101,158.855,391.9833,48,1.146,0.0,1,0.42395461103527593
1162,18462_00054,LGd,109,109,203.9226,843.6646,51,0.576,0.0,1,0.3870482453488465
1163,18463_00001,LGd,129,129,206.1924,642.7733,61,1.0285,0.0,1,0.4731431504761671
1164,18463_00015,LGd,108,108,167.8708,602.1003,51,0.3945,0.0,1,0.44279290418044065
1165,18463_00016,LGd,133,133,270.6266,1151.6262,61,0.5271,0.0,1,0.3819545618240553
1166,18463_00018,LGd,98,98,175.5533,515.7472,45,0.0996,0.0,1,0.4797855829904386
1167,18463_00057,LGd,54,54,86.3115,240.4055,25,1.1232,0.0,1,0.47682295056538554
1168,18464_00031,LGd,152,152,306.2985,672.0276,73,0.4064,0.0,1,0.5458126646352252
1169,18465_00056,LGd,122,122,257.3763,1072.2902,59,0.9657,0.0,1,0.4022527622140029
1170,18465_00057,LGd,105,105,168.4573,450.1429,49,0.3671,0.0,1,0.4133356365121916
1171,18465_00070,LGd,135,135,233.1741,613.2613,65,0.4287,0.0,1,0.5385487235512746
1172,18465_00109,LGd,97,97,233.4596,1407.5696,46,0.3726,0.0,1,0.4047688428552013
1173,18465_00110,LGd,122,122,284.0528,926.5954,58,1.3883,0.0,1,0.6192939217388063
1174,18465_00111,LGd,103,103,231.2223,1289.3959,50,0.3574,0.0,1,0.49337320340274804
1175,18465_00112,LGd,117,117,170.9251,257.7336,56,1.0665,0.0,1,0.5261359916722435
1176,18465_00113,LGd,105,105,141.8539,234.8493,50,0.4204,0.0,1,0.516107274948697
1177,18465_00114,LGd,115,115,180.4357,305.0861,55,0.4877,0.0,1,0.5668223555316105
1178,18465_00115,LGd,103,103,162.1254,318.2231,49,0.4595,0.0,1,0.5667482211353014
1179,18465_00116,LGd,121,121,200.8665,355.1052,57,0.531,0.0,1,0.4767479363897326
1180,18465_00117,LGd,91,91,142.1295,390.8849,41,0.4409,0.0,1,0.4300962320018769
1181,18465_00119,LGd,116,116,137.9921,241.702,55,0.8793,0.0,1,0.4182675270861468
1182,18465_00136,LGd,135,135,196.9283,299.8414,64,0.4818,0.0,1,0.5308673009628257
1183,18465_00140,LGd,129,129,147.4899,247.6066,61,0.5136,0.0,1,0.46581366576452016
1184,18465_00141,LGd,125,125,312.0997,842.9304,59,1.6054,0.0,1,0.6208823960113337
1185,18465_00148,LGd,88,88,138.6949,294.6742,42,0.9954,0.0,1,0.4832225256451739
1186,17302_00064,LD,120,120,187.2193,266.8752,55,1.5027,0.0,1,0.5456653355642708
1187,17302_00065,LD,126,126,180.9452,166.8753,59,0.5369,0.0,1,0.6146153830989505
1188,18454_00128,LD,141,141,335.1156,1720.5607,64,1.299,0.0,1,0.4209056228413174
1189,18454_01022,LD,140,140,332.0568,1352.5501,66,1.2596,0.0,1,0.4943936212395315
1190,18457_00009,LD,75,75,195.701,1655.7661,36,1.2621,0.0,1,0.45631892598310425
1191,18458_00075,LD,128,128,403.8198,4119.4145,61,1.3535,0.0,1,0.43440848142569294
1192,18458_00077,LD,116,116,498.2468,3874.2999,56,4.6413,0.0,1,0.48534477867962633
1193,18458_00615,LD,84,84,244.4176,1813.0191,40,0.5078,0.0,1,0.43938368610839834
1194,18465_00047,LD,140,140,334.5131,2061.7691,67,0.7778,0.0,1,0.40725971001150335
1195,18465_00313,LD,154,154,275.7537,993.9557,74,1.0221,0.0,1,0.43160032124485687
1196,17302_00125,LP,102,102,216.3153,1075.5999,49,1.3686,0.0,1,0.39452558108024066
1197,17545_00089,LP,142,142,410.1786,2910.8136,67,3.2866,0.0,1,0.5712300647281128
1198,17545_00176,LP,116,116,281.3865,1936.0529,55,2.076,0.0,1,0.45806580835387317
1199,18454_00126,LP,140,140,307.9825,1616.476,67,1.9315,0.0,1,0.4271026198060564
1200,18458_00083,LP,93,93,174.2875,666.6243,45,1.0149,0.0,1,0.48963375269295445
1201,18458_00148,LP,120,120,312.5042,3237.3533,58,1.2204,0.0,1,0.39978082594346376
1202,18458_00150,LP,111,111,304.0227,2960.9773,52,0.9243,0.0,1,0.3501827153339125
1203,18458_00612,LP,94,94,153.6759,648.8928,45,1.0309,0.0,1,0.4018265752150772
1204,18458_00614,LP,87,87,235.7412,1064.3849,42,2.2266,0.0,1,0.44543254741948596
1205,18464_00191,LP,99,99,187.6157,510.1696,47,1.2067,0.0,1,0.562923632334012
1206,18464_00192,LP,84,84,304.004,4039.5579,41,1.6917,0.0,1,0.3577119468126418
1207,18464_00193,LP,144,144,297.1542,1142.6447,68,1.456,0.0,1,0.5188616551681715
1208,18464_00194,LP,101,101,177.1999,542.5557,47,1.1443,0.0,1,0.5132124480679925
1209,18464_00196,LP,103,103,290.1986,1860.1107,48,1.463,0.0,1,0.4364465069570982
1210,18464_00197,LP,85,85,275.4938,2352.459,40,1.3109,0.0,1,0.4752902164436027
1211,18464_00198,LP,100,100,246.16,1801.1995,46,0.9004,0.0,1,0.425329680590751
1212,17543_2434_x11441_y5587,SSp-m,57,57,96.5285,404.7107,26,0.4139,0.0,1,0.43333532793568696
1213,17543_3705_x9619_y20864,SSp-m,72,72,123.1318,429.7784,33,1.4882,0.0,1,0.42759806596973604
1214,17788_3709_x6000_y8213,SSp-m,63,63,83.2798,178.0885,29,1.0787,0.0,1,0.4393172696499383
1215,182724_3848_x8903_y23965,SSp-m,47,47,104.7353,615.9659,20,0.8743,0.0,0,0.42279274290128144
1216,18453_3316_x8214_y11076,SSp-m,34,34,78.5334,828.0106,16,0.8175,0.0,0,0.45396343279356266
1217,18453_3326_x29413_y10076,SSp-m,51,51,74.8258,296.2057,24,1.3658,0.0,1,0.4132477903605132
1218,18453_3350_x8925_y9653,SSp-m,52,52,105.4869,623.4044,24,1.2886,0.0,1,0.405831001966942
1219,18453_3492_x29357_y9198,SSp-m,51,51,76.0708,325.4415,24,1.4013,0.0,1,0.47437509368987946
1220,18453_3564_x30226_y9677,SSp-m,51,51,107.957,945.4745,23,0.9256,0.0,1,0.4859008918896405
1221,18453_3579_x30397_y10103,SSp-m,45,45,100.8225,561.3156,20,0.7009,0.0,0,0.4957714319314566
1222,18453_3678_x8938_y8684,SSp-m,46,46,68.4342,193.7091,21,0.8411,0.0,0,0.4319571424930296
1223,18453_3690_x8282_y9898,SSp-m,60,60,104.2309,509.7038,28,1.5552,0.0,1,0.4305228096852237
1224,18453_3704_x10450_y7387,SSp-m,64,64,119.7005,893.2345,30,0.7675,0.0,1,0.37373914304660005
1225,18453_3841_x9500_y7920,SSp-m,47,47,77.2424,247.1478,23,2.755,0.0,0,0.46372972241535043
1226,18461_4545_x5749_y4914,SSp-m,66,66,112.8081,497.6669,31,0.3772,0.0,1,0.3486001452583451
1227,18470_3227_x19287_y16117,SSp-m,48,48,144.8726,1375.4036,21,1.0537,0.0,0,0.4083683367205173
1228,18864_3772_x5344_y6871,SSp-m,67,67,114.527,460.4129,30,0.7535,0.0,1,0.4326162589861532
1229,18864_00040,SSp-m,64,64,129.1751,731.0304,30,0.0933,0.0,1,0.3986386135277025
1230,18867_3383_x10177_y11497,SSp-m,52,52,181.9674,2686.3408,22,1.147,0.0,1,0.41704953132872924
1231,18867_3525_x9958_y10743,SSp-m,53,53,156.1101,2561.0721,23,1.6608,0.0,1,0.44212650874243914
1232,18867_3801_x9223_y10977,SSp-m,49,49,119.3092,1201.7142,21,1.0183,0.0,0,0.4383178774190807
1233,18867_3807_x9130_y11820,SSp-m,25,25,76.9666,914.2738,10,0.7405,0.0,0,0.49126470523765503
1234,18867_3832_x10338_y8748,SSp-m,27,27,64.5301,932.7066,12,1.2551,0.0,0,0.37027570198284054
1235,18867_3855_x11412_y8044,SSp-m,50,50,141.2126,1482.5228,21,1.1267,0.0,0,0.4043248218460549
1236,18867_4052_x9852_y8712,SSp-m,36,36,92.6187,837.5111,16,1.4793,0.0,0,0.39660338843667253
1237,18867_4156_x9348_y9148,SSp-m,55,55,139.2065,1310.9928,25,1.3548,0.0,1,0.44736532651129873
1238,18867_4216_x9933_y8365,SSp-m,36,36,80.5813,702.0286,16,1.7012,0.0,0,0.4357562961361259
1239,18867_4259_x9977_y8313,SSp-m,30,30,60.0713,532.4079,14,1.3526,0.0,0,0.4791308016992394
1240,18867_4296_x31171_y9797,SSp-m,57,57,202.1182,3757.7758,24,1.075,0.0,1,0.5308921354830133
1241,18867_4302_x30805_y9233,SSp-m,33,33,78.3326,1193.9091,15,0.5829,0.0,0,0.45043452967997777
1242,18867_4330_x29413_y7746,SSp-m,70,70,169.7004,2361.5451,33,1.144,0.0,1,0.4697254549592439
1243,18867_4336_x10280_y7972,SSp-m,32,32,86.8025,997.5355,15,1.0689,0.0,0,0.43355954248247985
1244,18867_4397_x8352_y9768,SSp-m,24,24,76.4064,853.2633,9,0.8791,0.0,0,0.4303723646921138
1245,18867_4421_x31775_y9812,SSp-m,46,46,117.2826,860.7694,21,1.2454,0.0,0,0.4029736533540293
1246,18867_4457_x7592_y10554,SSp-m,61,61,117.1582,746.9989,28,2.302,0.0,1,0.4654101590318132
1247,18868_3207_x27726_y9448,SSp-m,43,43,126.1206,1488.8972,19,1.8078,0.0,0,0.4433484723124242
1248,18868_3228_x28576_y10788,SSp-m,36,36,127.76,2936.5812,15,0.9247,0.0,0,0.4831863960243251
1249,18868_3389_x28317_y9872,SSp-m,24,24,80.2551,779.6735,11,2.9634,0.0,0,0.46301245132994046
1250,18868_3453_x28753_y10380,SSp-m,53,53,154.6505,2526.1176,24,1.1645,0.0,1,0.4068600109663266
1251,18868_3507_x7704_y10476,SSp-m,40,40,123.9031,1720.9769,17,0.9365,0.0,0,0.46980973623116534
1252,18868_3547_x28065_y9077,SSp-m,64,64,180.5006,2191.6774,29,1.2915,0.0,1,0.4807543816030169
1253,18868_3552_x28542_y9340,SSp-m,14,14,40.3054,422.282,6,3.2411,0.0,0,0.49998610927074255
1254,18868_3627_x28035_y8749,SSp-m,44,44,137.3721,1269.8259,19,1.0529,0.0,0,0.5400040433601532
1255,18868_3715_x8453_y8977,SSp-m,40,40,119.349,1452.9335,18,1.1476,0.0,0,0.5171979592491688
1256,18868_3781_x6715_y11703,SSp-m,35,35,93.1988,1011.8018,15,0.5745,0.0,0,0.4540507870509559
1257,18868_3783_x28846_y9268,SSp-m,74,74,284.05,5221.4576,34,1.1938,0.0,1,0.4117694248388671
1258,18868_3853_x29683_y10294,SSp-m,32,32,75.4506,1269.6001,14,1.2124,0.0,0,0.41530065230251606
1259,18868_3875_x8707_y8341,SSp-m,34,34,87.8909,1658.9256,16,1.5768,0.0,0,0.47841934961688326
1260,18868_4549_x5910_y9879,SSp-m,46,46,136.7013,1483.5612,20,1.6154,0.0,0,0.4095941489772902
1261,18869_3064_x20999_y7621,SSp-m,36,36,135.9653,4185.4447,15,1.3683,0.0,0,0.41993989854768027
1262,18869_3239_x6605_y6691,SSp-m,50,50,129.2309,2207.2365,23,1.3095,0.0,0,0.4572072507748215
1263,18869_3263_x6927_y6229,SSp-m,58,58,135.5998,1897.6976,23,0.2743,0.0,1,0.41081899972572355
1264,18869_3305_x6812_y6104,SSp-m,37,37,118.378,1616.1505,16,1.089,0.0,0,0.47801432383091036
1265,18869_3321_x21485_y7678,SSp-m,28,28,89.2371,1437.1048,12,1.2341,0.0,0,0.492512831369412
1266,18869_3395_x6415_y6741,SSp-m,27,27,55.3911,403.7012,12,0.9251,0.0,0,0.45857287872785696
1267,18869_3398_x6248_y7047,SSp-m,54,54,145.6153,1591.1007,23,0.9208,0.0,1,0.4185854192874961
1268,18869_3480_x6168_y6983,SSp-m,44,44,130.5176,1439.1882,18,1.0126,0.0,0,0.39930437327853074
1269,18869_3482_x7077_y5660,SSp-m,23,23,68.1361,1314.2641,10,0.4286,0.0,0,0.4217671687224669
1270,18869_3504_x6554_y5961,SSp-m,24,24,78.4886,1217.0187,11,1.3482,0.0,0,0.45541780824467126
1271,18869_3506_x6250_y6810,SSp-m,57,57,187.9918,3633.3889,24,0.9537,0.0,1,0.48216084713981217
1272,18869_3547_x21769_y7449,SSp-m,44,44,144.4163,2544.8415,18,1.0778,0.0,0,0.45446674488652766
1273,18869_3590_x6132_y6798,SSp-m,35,35,86.4771,1066.2056,16,0.2341,0.0,0,0.45588306435375925
1274,18869_3634_x20027_y5437,SSp-m,28,28,94.8791,1452.3539,12,1.9237,0.0,0,0.44412394418186507
1275,18869_3634_x5750_y7170,SSp-m,44,44,130.3769,1156.4654,18,1.0928,0.0,0,0.4395242605455769
1276,18869_3659_x21701_y7032,SSp-m,25,25,65.9762,1075.8784,11,0.9383,0.0,0,0.4580095493014275
1277,18869_3701_x5589_y7633,SSp-m,38,38,111.7302,1775.7286,16,0.9436,0.0,0,0.4267079186839719
1278,18869_3701_x7703_y4993,SSp-m,45,45,228.169,8633.6699,18,3.2216,0.0,0,0.36062507536107347
1279,18869_3741_x6284_y6163,SSp-m,19,19,58.0036,569.6129,7,1.8252,0.0,0,0.4997259380141458
1280,18869_3751_x5868_y6832,SSp-m,60,60,171.5181,2216.8988,27,0.4867,0.0,1,0.42906335963378367
1281,18869_3857_x22137_y7268,SSp-m,45,45,130.5557,963.7684,19,0.6547,0.0,0,0.503834694799937
1282,18869_3937_x5000_y8198,SSp-m,60,60,138.0725,1018.4539,27,1.1661,0.0,1,0.42359269605547484
1283,18869_4026_x21667_y6102,SSp-m,41,41,105.5898,956.2129,19,0.5796,0.0,0,0.4602046564008773
1284,18869_4050_x21764_y6239,SSp-m,32,32,94.3038,1094.2051,14,0.8962,0.0,0,0.46831284949740687
1285,18869_4089_x6848_y5110,SSp-m,51,51,185.7956,5483.5695,23,2.0429,0.0,1,0.4115444806731189
1286,18869_4181_x21056_y5611,SSp-m,28,28,91.8635,1527.3053,12,1.213,0.0,0,0.49158147376940453
1287,18869_4196_x21043_y5510,SSp-m,35,35,136.5485,2381.4526,15,2.2651,0.0,0,0.44423343997549536
1288,191801_4180_x7440_y5386,SSp-m,47,47,100.4927,460.3851,20,1.1357,0.0,0,0.42444275143617494
1289,191812_3494_x7001_y8336,SSp-m,95,95,259.5563,2093.5598,44,1.4431,0.0,1,0.5103002970437014
1290,191812_3675_x8625_y6930,SSp-m,42,42,80.7724,384.0749,19,1.0019,0.0,0,0.5031086517044383
1291,191812_3915_x8011_y24180,SSp-m,97,97,270.6788,2465.8981,44,0.9639,0.0,1,0.4379295815379037
1292,191812_3922_x8455_y6768,SSp-m,109,109,265.7813,1431.0926,50,1.9196,0.0,1,0.4639123252463561
1293,191812_4003_x5886_y22658,SSp-m,79,79,129.4996,612.5863,37,0.8357,0.0,1,0.43842605906208526
1294,191812_4067_x7961_y6860,SSp-m,110,110,224.861,1007.79,52,1.457,0.0,1,0.5145890106033192
1295,236174_3529_x13394_y26567,SSp-m,50,50,80.614,355.5802,23,0.8755,0.0,0,0.4388736602988411
1296,17543_3828_x6023_y17044,SSp-ll,55,55,86.7936,573.3546,26,0.5966,0.0,1,0.38994105264617535
1297,182724_4785_x5002_y11122,SSp-ll,100,100,197.4229,896.0559,44,1.5825,0.0,1,0.4103232518257161
1298,182724_5355_x5321_y20589,SSp-ll,18,18,33.3416,115.5937,7,0.3637,0.0,0,0.4233718855058719
1299,182724_5410_x4393_y11075,SSp-ll,42,42,85.7883,566.3208,19,0.7957,0.0,0,0.43187513531286537
1300,182725_4390_x5078_y18459,SSp-ll,49,49,119.6012,795.1138,22,1.3177,0.0,0,0.4332635900928939
1301,182725_5012_x5980_y10427,SSp-ll,69,69,148.9859,847.7694,31,0.992,0.0,1,0.4274879270554817
1302,18453_4711_x14090_y3943,SSp-ll,39,39,61.3846,248.3332,17,1.2316,0.0,0,0.5312806424930436
1303,18461_4862_x17603_y2198,SSp-ll,56,56,103.7548,359.7072,26,0.8381,0.0,1,0.6549495182635298
1304,18867_4473_x25161_y6054,SSp-ll,53,53,118.6943,1395.4998,25,1.0649,0.0,1,0.43370995446479677
1305,18868_3932_x25373_y7132,SSp-ll,113,113,245.3791,2432.8431,52,0.8607,0.0,1,0.4656769102836501
1306,18868_4317_x23980_y6346,SSp-ll,58,58,126.319,702.5179,22,0.4123,0.0,1,0.5085160704361485
1307,18869_4550_x17965_y4177,SSp-ll,53,53,181.4343,3182.0749,23,1.7622,0.0,1,0.46913609379726307
1308,18869_4722_x18329_y4110,SSp-ll,89,89,232.9792,5919.482,41,1.29,0.0,1,0.42823177842728954
1309,18869_4883_x18883_y4120,SSp-ll,53,53,152.5632,2432.5908,24,1.9374,0.0,1,0.41013655360073253
1310,191807_4821_x3698_y18726,SSp-ll,22,22,70.2956,1479.1373,10,3.0331,0.0,0,0.3861961776716819
1311,191812_4445_x5426_y10324,SSp-ll,80,80,152.3639,639.9705,37,0.962,0.0,1,0.4723387458320811
1312,17543_3842_x7369_y3542,SSp-bfd,92,92,165.7023,740.3905,43,0.5805,0.0,1,0.36857839751304994
1313,17543_4926_x5833_y20277,SSp-bfd,51,51,82.8982,243.0713,24,1.3759,0.0,1,0.45342378870572764
1314,17781_4874_x11466_y11924,SSp-bfd,36,36,60.8132,420.3615,16,1.2788,0.0,0,0.4892455686715809
1315,17781_6202_x7633_y12296,SSp-bfd,29,29,58.1496,713.7002,13,1.3977,0.0,0,0.3807610137416334
1316,17781_6262_x6896_y13574,SSp-bfd,31,31,52.3236,286.9482,15,1.8123,0.0,0,0.6034464455533296
1317,18453_4403_x30609_y7732,SSp-bfd,88,88,126.1174,562.6467,42,0.4921,0.0,1,0.4233033604960389
1318,18453_4497_x29287_y7176,SSp-bfd,44,44,59.7773,147.9523,21,1.7266,0.0,0,0.4737325798266237
1319,18453_4725_x30684_y6703,SSp-bfd,90,90,138.2307,524.0417,41,0.2985,0.0,1,0.4745957129500929
1320,18453_4899_x10111_y5917,SSp-bfd,30,30,62.4589,432.0758,13,0.7045,0.0,0,0.43628484718960087
1321,18453_5113_x9557_y5782,SSp-bfd,60,60,77.1233,339.449,28,0.8,0.0,1,0.3745233692243502
1322,18453_5228_x9833_y5221,SSp-bfd,72,72,111.3763,619.5911,34,0.6132,0.0,1,0.4167390675150127
1323,18453_5308_x10321_y5166,SSp-bfd,41,41,64.3009,361.0998,19,1.3041,0.0,0,0.40668152065890695
1324,18453_5459_x9646_y5477,SSp-bfd,50,50,76.4283,272.3627,23,0.8011,0.0,0,0.4061491730248894
1325,18453_5535_x29214_y5045,SSp-bfd,18,18,42.3627,283.1506,8,0.3233,0.0,0,0.5168144495423603
1326,18461_5025_x23630_y4542,SSp-bfd,89,89,196.7825,1745.2268,41,0.9626,0.0,1,0.5024733809278393
1327,18864_5099_x6368_y29941,SSp-bfd,61,61,108.2839,833.0314,28,1.0748,0.0,1,0.4300921300808916
1328,18864_5648_x4839_y28849,SSp-bfd,55,55,88.4114,277.5914,26,0.932,0.0,1,0.42936989671469755
1329,18864_00002,SSp-bfd,171,171,318.6854,2581.5826,81,1.5617,0.0,1,0.4429221678411556
1330,18864_00015,SSp-bfd,80,80,170.7568,1102.7685,37,0.5635,0.0,1,0.40874870757423193
1331,18867_4922_x30354_y7405,SSp-bfd,62,62,145.0454,1129.3852,30,1.2187,0.0,1,0.3819808552386343
1332,18867_4954_x9860_y7599,SSp-bfd,51,51,136.5124,1703.9429,22,1.2018,0.0,1,0.41099432961824645
1333,18867_5194_x29530_y6807,SSp-bfd,66,66,163.7986,3915.9331,29,1.0839,0.0,1,0.3946050477897074
1334,18867_5203_x10027_y7237,SSp-bfd,36,36,97.282,1026.6739,15,1.4458,0.0,0,0.44474133955796724
1335,18867_5408_x30554_y7318,SSp-bfd,26,26,74.6122,1015.9435,11,1.3376,0.0,0,0.519739452918422
1336,18867_5894_x10157_y6463,SSp-bfd,54,54,136.5067,1433.1674,24,1.2974,0.0,1,0.4213301287441535
1337,18867_5942_x29015_y5711,SSp-bfd,61,61,144.9897,2212.3401,28,1.1802,0.0,1,0.377027546160334
1338,18867_6091_x30186_y6043,SSp-bfd,50,50,146.3346,2216.5298,17,1.7934,0.0,0,0.4588407031589184
1339,18867_6408_x9343_y6158,SSp-bfd,60,60,178.9059,2737.5801,27,1.0812,0.0,1,0.4469634504226351
1340,18868_4739_x28536_y7468,SSp-bfd,36,36,137.266,2114.4515,15,1.8793,0.0,0,0.5150097851801636
1341,18868_4883_x27078_y6285,SSp-bfd,51,51,108.9225,633.3139,23,0.8663,0.0,1,0.43799933629215515
1342,18868_5131_x7596_y7239,SSp-bfd,61,61,164.158,1008.1923,25,0.8355,0.0,1,0.5179453474565552
1343,18868_5141_x8535_y6876,SSp-bfd,38,38,91.6361,1308.2168,17,1.3324,0.0,0,0.4408155551105839
1344,18868_5156_x9540_y6495,SSp-bfd,35,35,90.3822,699.9593,15,0.84,0.0,0,0.5036774790378309
1345,18868_5242_x9858_y5968,SSp-bfd,46,46,105.227,915.4904,21,1.2368,0.0,0,0.38503831947044415
1346,18868_5456_x7773_y6771,SSp-bfd,37,37,97.0498,1048.8334,17,0.8771,0.0,0,0.47090587547625923
1347,18868_5531_x7356_y7030,SSp-bfd,41,41,123.8519,2058.4632,19,0.9497,0.0,0,0.4704784237436738
1348,18868_5686_x9887_y5415,SSp-bfd,51,51,136.9262,1336.0932,23,0.9412,0.0,1,0.4720003835776172
1349,18868_5701_x9538_y5736,SSp-bfd,45,45,103.2692,738.9728,20,1.0627,0.0,0,0.4365617820918273
